calendario,sector,nombreestablecimiento,telefono,nombre_Rector,correo_Electronico,direccion,secretaria,zona,tipo_Establecimiento,etnias,genero,niveles,jornadas,caracter,especialidad,grados,modelos_Educativos,capacidades_Excepcionales,discapacidades,idiomas,numero_de_Sedes,estado,prestador_de_Servicio,propiedad_Planta_Fisica,resguardo,matricula_Contratada,internado,estrato_Socio_Economico,año
A,,LIC INF EL PORTAL DE LOS MUÑECOS                                                                    ,4338728,MARTHA CECILIA  GRANADOS BAUTISTA,marthay_laurita@starmedia.com  miel15-@hotmail.com                    ,KR 112 F 79 A 48,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,MAÑANA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN NUEVO MODELIA                                                                                  ,7447295/96                                    ,LUZ DIANA REYES ALONSO,gimnasionuevomodelia@hotmail.com,TV 73 A 24 C 85,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"SV-BAJA VISIÓN,DI-COGNITIVO",INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COLEGIO COLSUBSIDIO CIUDADELA,4319454  --  4318181  --  4316427,LUIS ALFREDO PLATA CUEVAS,colegio.CEIC@colsubsidio.com -- colegioceicciudadela.secretariaacademica@colsubsidio.com,CL 83 110 58,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,TALENTO SUBJETIVO/ARTÍSTICO,"TRANSTORNO DEL ESPECTRO AUTISTA,DI-COGNITIVO,LIMITACIÓN FISICA (MOVILIDAD),HIPOACUSIA O BAJA AUDICIÓN",,1,ANTIGUO-ACTIVO,CAJA DE COMPENSACIÓN,CAJA DE COMPENSACIÓN,NO APLICA,NO,,,2016
A,,CENT EDUC LOMBARDIA                                                                                 ,6892766,FLOR QUINTERO DE SANTIESTEBAN,c_e_lombardia_2003@hotmail.com -- centroedulombardia@yahoo.es -- erogo13@hotmail.com,KR 109 143 19,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,,,2016
A,,JARD INF PATATIN PATATERO                                                                           ,2562258,GLORIA EUGENIA TORRES,,CLL. 93 NO.41-58,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,PREESCOLAR ESCOLARIZADO_,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL NAVAL SANTA FE DE BOGOTA                                                                        ,3115279 -- 2500435,CESAR ERNESTO UMBACIA GONZALEZ,cesar.umbacia@armada.mil.co -- colnav2003@yahoo.es,CL 66 C 66 15,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,REGIMEN ESPECIAL,REGIMEN ESPECIAL,NO APLICA,NO,,,2016
A,,COL PIERRE DE FERMAT                                                                                ,5260500 -- 6796050,JORGE HERNANDO QUINCENO ARIAS,colegiopierre@yahoo.com -- malunovoa@yahoo.com,CL 153 7 B 16,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN REAL DE COLOMBIA                                                                               ,7651794,EDGAR ALFONSO PARRA,realcol89@hotmail.com                             ,KR 17 D 65 53 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,ACHAGUA,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE",ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,PARALISIS CEREBRAL,SÍNDROME DE DOWN,MÚLTIPLE DISCAPACIDAD",INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF LA FRESITA FELIZ                                                                           ,2616359,LUZ JANETH ROJAS GAMBA,janeth-o-marisolrojas@hotmail.com                 ,DG. 8A NO.48C-04,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,MAÑANA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,"INGLÉS,FRANCES",1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF RINCON ALEGRE                                                                              ,2313662 / 5442851                                 ,CLARA INES MORA VANEGAS,clajira95@hotmail.com,KR 63 76 53,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL HOGAR DE NAZARETH                                                                               ,6877813,ANA MARLENY FLOREZ GALVIS,colegionazareth61@gmail.com --  academicochn2012@gmail.com,CL 142 114 C 11,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,TÉCNICO / ACADÉMICO,"COMERCIAL,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,,,2016
A,,JARD INF DATA SESAMO                                                                                ,2126125 / 2488605,CONCEPCION ALFONSO DE DE LOS REYES,jardindata@hotmail.com,KR 27 B 53 A 46,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,MAÑANA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL SANTA MARIA DE LA PAZ                                                                           ,2005058 -- 5699335,ROSA ADELA HERNANDEZ VELASQUEZ,colsamapa@hotmail.com,KR 2 73 B 15 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,TARDE",ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL DE FORMACION INTEGRAL VIRGEN DE LA PEÑA                                                         ,4358745 -- 4407519 -- 2287497,CLARA PATRICIA VANEGAS DE FAJARDO,colvipe@gmail.com,CL 70 C 108 05,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"SV-BAJA VISIÓN,LIMITACIÓN FISICA (MOVILIDAD),HIPOACUSIA O BAJA AUDICIÓN",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,,,2016
A,,LIC MODERNO MIS COMPAÑERITOS                                                                        ,2670095,ADRIANA ELIZABETH FONNEGRA DE QUINTERO ,lmmiscompaneritos@hotmail.com,CL 20 C 96 I 40,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",MAÑANA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN PSICOPEDAG SAN SEBASTIAN                                                                       ,4117958,BETZY ELISA IBAGON PORTILLA,,KR 81 D 8 A 33,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,"SORDERA PROFUNDA,HIPOACUSIA O BAJA AUDICIÓN",INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF BILING FANTASIA DE COLORES                                                                 ,2710790   / 6052989,GINNA MARCELA RODRIGUEZ,,KR 52 130 A 18,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC  PSICOPEDAG EL CARMELO                                                                          ,4944132,MAURICIO TORRES BERNAL,liceoelcarmelo40@yahoo.es,DG 49 SUR 86 C 17,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,NOCTURNA,TARDE,FIN DE SEMANA",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL JARD MI PEQUEÑO BOHIO                                                                           ,2981149,ADRIANA MUÑOZ CIFUENTES,,CLL. 26 NO.116B-15,BOGOTA,URBANA,CENTRO EDUCATIVO,AMORÚA,MIXTO,PREESCOLAR,MAÑANA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COLEGIO MIXTO CIUDADANOS DEL FUTURO SAS,7837342 -- 7833576 -- 3203734935,YONNY ALDERSON PEÑA RAMIREZ,colegiomixtoltda@hotmail.com,KR 88 I 58 A 12 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,,,2016
A,,NUEVO LIC GRANADINO                                                                                 ,7769014 / 7771072                                 ,CESAR AUGUSTO BOHORQUEZ BERNATE,nvo_lic_granadino@hotmail.com                     ,KR 88 G 60 45 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,LESIÓN NEUROMUSCULAR,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,INST SURORIENTAL SAN JORGE NOCTURNO                                                                 ,2726296,MARIA RANGEL DE RIOS,isanjorge@hotmail.com -- sanjorgecesco_sosiego@hotmail.com,KR 10 18 48 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"BÁSICA SECUNDARIA,MEDIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA",ACADÉMICO,ACADÉMICA,"10,11,21,22,23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL DE LA UNIVERSIDAD ANTONIO NARIÑO                                                                ,7660087 -- 7660530 -- 7660528 -- 3114690541,LUZ MARINA CUBIDES MORENO,rectoria.usme@uan.edu.co -- cuan_2006@yahoo.es,IND KM 15 # 16 - 71 SUR VIA USME,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,OTRA DISCAPACIDAD,LIMITACIÓN FISICA (MOVILIDAD)",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LICEO PSICOPEDAGÓGICO SAN BUENAVENTURA,2238657,MARTHA ISABEL RUIZ CAMPOS,liceosanbuenaventura@yahoo.com,CL 71 BIS 78 70,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,"INGLÉS,FRANCES",1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC INF SAN CLEMENTE                                                                                ,2993114,YENNY ANGELICA MENDEZ OTALORA,liceoclemente@hotmail.com,TV 78 I 41 D 53 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO,SÍNDROME DE DOWN",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
B,,GIMN DE LOS CERROS                                                                                  ,6576000,EDUARDO MANRIQUE ANDRADE,info@loscerros.edu.co,CL 119 4 48,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MASCULINO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,TÉCNICO / ACADÉMICO,"OTRO,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,FEDERACIONES,FEDERACIONES,NO APLICA,NO,,,2016
B,,COL COLOMBO GALES                                                                                   ,6684910,CLARA INES MARTIN TOVAR,cmartan@colegiocolombogales.edu.co,IND AV GUAIMARAL COSTADO SUR AEROPUERTO,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN SALEM                                                                                          ,5426841 / 5440501                                 ,JULIETA PERDOMO GUIO,,CR. 80A NO.69A-09,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC ARANZAZU                                                                                        ,6839751 -- 3204131373,MARCELA CASTRO ESCOVAR,fundacionfuturodelninocolombia@hotmail.com,KR 97 133 04,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,LIMITACIÓN FISICA (MOVILIDAD),,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN DEIVS                                                                            ,6711342,JULIA PATRICIA DEVIS ESTRADA,gimnasionanita@yahoo.com                          ,CR.   59 NO. 173-82,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4",EDUCACIÓN TRADICIONAL,,DI-COGNITIVO,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL PRINCETON                                                                                       ,6862426 -- 6862418 -- 6806068,MARIA SUSANA GARCIA DE CABRERA,info@colegioprinceton.edu.co - cprinceton@hotmail.com,IND VIA SUBA - COTA 600 MTS VARIANTE A GUAYMARAL,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL,SORDERA PROFUNDA,HIPOACUSIA O BAJA AUDICIÓN",INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF TIMOTEO                                                                                    ,2581734,ANGELA FRANCO DE GONFRIER,jardintimoteo@yahoo.es,KR 7 B 145 81,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF BRITANICO                                                                                  ,2635252,MARTHA LILIANA OVIEDO LIZARAZO,jardinbritanico97@yahoo.com,KR 72 B 23 G 25,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN LA PALMA                                                                                       ,6811845,MARIA ELVIRA DIAZ CAÑON,alexanmu@hotmail.com                              ,CL 129 89 10,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,MAÑANA,NO APLICA,,-3,,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN SAN LUIS SIGLO XXI                                                                             ,6894017,DIANA QUEVEDO ACOSTA,,KR 118 135 A 24,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5,6,7,8,9",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,NUEVO LIC SAN EDUARDO                                                                               ,2512780 / 2514198 /4905598,CARLOS AVENDAÑO,guillermoros08@hotmail.com,KR 90 BIS 82 A 04,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL RAMON B JIMENO                                                                                  ,2810727 -- 2812471 -- 2812470,MARTHA LUZ GARCIA RICO,ramonbjimeno@yahoo.com,CL 26 2 44,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"MEDIA,BÁSICA SECUNDARIA",MAÑANA,ACADÉMICO,ACADÉMICA,"6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL ANTONIO NARIÑO H.H. CORAZONISTAS                                                                ,4674125  --  2496521,HNO GERARDO LEON GUACA FUENTES,secretaria.can@corazonistas.edu.co,CL 63 15 70,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",ACADÉMICO,ACADÉMICA,"1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,LIC INF EL MUNDO DEL NIÑO FELIZ                                                                     ,2989793,ELIANA SANABRIA AGUILAR,,CLL. 32 NO.118-26,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,MÚLTIPLE DISCAPACIDAD,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,CENT DE ESTIMULACION PARA EL APRENDIZAJE                                                            ,2917908 -- 7032678,JANNETH EMILSE MONTAÑO MATIZ,cehuellitas@gmail.com,CL 71 C 91 34,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,MAÑANA,NO APLICA,,-3,,,"DI-COGNITIVO,SÍNDROME DE DOWN,MÚLTIPLE DISCAPACIDAD",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LICEO MI INFANCIA CREATIVA,7771235,SARA FELICIA PIZARRO GONZÁLEZ,miinfanciacreativa@hotmail.com,TV 79 B 68 C 34 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC PSICOPEDAG SENDEROS DEL CONOCIMIENTO                                                            ,3613156,ANA RUTH GOMEZ HERRERA,,CL 32 BIS 17 26 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,NUEVO COL BUCARAMANGA                                                                               ,2872821 -- 2455191,GLADYS AMINTA YHAMA PINTO,colegiobucaramanga@gmail.com,CL 36 15 23,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL REAL ESCANDINAVO                                                                                ,2630110,DARIO VANEGAS PALOMINO,realescandianvo@etb.net.co,KR 69 51 38,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL,SORDERA PROFUNDA,HIPOACUSIA O BAJA AUDICIÓN",INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL GEORGE WILLIAMS                                                                                 ,3380538 / 2878457                                 ,MARIA LUCIA GAMBA DE SAENZ,acjbta@telesat.com.co colgeorgewilliams@gmail.com                             ,KR 17 28 40,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF Y GUARD BETANIA                                                                            ,2463542 -- 3372787 -- 3330062,MELBA CONSUELO BERNAL RINCON,consuelobernal1@hotmail.com,KR 7 A 11 49 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,4",EDUCACIÓN TRADICIONAL,,DI-COGNITIVO,INGLÉS,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,GIMN INF BAUTISTA                                                                                   ,7135115,BLANCA MELBA BAUTISTA CANO,,KR 60 38 69 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",MAÑANA,NO APLICA,,"-2,-1,0,1,2,3",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL NUEVA VERONA                                                                                    ,5364679,MARTHA YANETH MARIN DIAZ,,KR 147 B 129 06,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
